City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,guayaramerin,-10.8368,-65.3614,25.31,87,95,1.39,BO,1730670923
367,beloyarskiy,63.7119,66.6722,-2.15,96,100,3.92,RU,1730670924
368,burnie,-41.0667,145.9167,13.53,67,94,2.68,AU,1730670925
369,novoselitskoye,44.7508,43.4369,2.11,72,11,2.56,RU,1730670926
370,mount isa,-20.7333,139.5,27.87,54,23,5.66,AU,1730670928
371,chibougamau,49.9168,-74.3659,2.79,65,20,2.57,CA,1730670929
372,tres arroyos,-38.3739,-60.2798,21.16,28,100,3.54,AR,1730670930
373,hamilton,39.1834,-84.5333,22.13,59,40,4.63,US,1730670931
374,sept-iles,50.2001,-66.3821,4.0,53,20,4.63,CA,1730670932
375,papao,-17.75,-149.55,28.82,63,11,1.11,PF,1730670933
376,homer,59.6425,-151.5483,1.94,91,100,4.92,US,1730670935
377,khanty-mansiysk,61.0042,69.0019,-1.94,69,40,12.0,RU,1730670936
378,la sarre,48.8002,-79.1996,2.2,88,100,2.83,CA,1730670937
379,salistea de sus,47.65,24.35,0.3,60,7,0.85,RO,1730670938
380,lichinga,-13.3128,35.2406,19.57,62,1,1.62,MZ,1730670939
381,lihue,21.9789,-159.3672,27.77,74,40,6.17,US,1730670941
382,lobujya,27.95,86.8167,-9.06,86,77,0.97,NP,1730670942
383,juan griego,11.0817,-63.9655,26.07,89,59,7.2,VE,1730670943
384,utrik,11.2278,169.8474,27.21,81,100,6.83,MH,1730670944
385,crystal city,28.6775,-99.8281,33.06,40,0,4.12,US,1730670945
386,arraial do cabo,-22.9661,-42.0278,24.92,88,75,8.23,BR,1730670946
387,suva,-18.1416,178.4415,25.71,78,40,4.12,FJ,1730670948
388,floro,61.5996,5.0328,7.98,100,100,3.6,NO,1730670949
389,le poinconnet,46.7641,1.7179,11.32,80,3,2.46,FR,1730670950
390,ribeira grande,38.5167,-28.7,19.22,77,20,3.09,PT,1730670951
391,labrador city,52.9463,-66.9114,-2.68,76,75,5.14,CA,1730670952
392,aykhal,66.0,111.5,-24.58,100,90,2.33,RU,1730670954
393,brookings,44.3114,-96.7984,9.0,97,100,6.17,US,1730670844
394,lata,40.1629,-8.3327,16.61,65,100,3.25,PT,1730670956
395,khorinsk,52.1657,109.7726,-10.52,69,66,1.61,RU,1730670957
396,angaur state,6.906,134.13,28.43,76,100,6.1,PW,1730670958
397,pacific grove,36.6177,-121.9166,17.98,79,0,6.69,US,1730670959
398,horta,38.5333,-28.6333,18.8,85,20,3.09,PT,1730670961
399,coyhaique,-45.5752,-72.0662,5.16,98,70,2.31,CL,1730670962
400,nizhniy odes,63.6445,54.856,-3.52,89,100,7.05,RU,1730670963
401,howrah,22.5892,88.3103,25.0,94,40,0.0,IN,1730670964
402,tangalle,6.024,80.7911,24.35,89,100,1.05,LK,1730670965
403,pemba,-12.974,40.5178,26.0,81,8,4.25,MZ,1730670967
404,rio brilhante,-21.8019,-54.5464,24.34,86,61,2.64,BR,1730670968
405,valley city,46.9233,-98.0032,8.29,100,100,6.69,US,1730670969
406,nsanje,-16.92,35.262,24.2,74,0,2.27,MW,1730670970
407,mil'kovo,55.6078,37.7956,-0.21,56,100,5.26,RU,1730670971
408,celestun,20.8667,-90.4,29.53,63,4,4.43,MX,1730670972
409,kapuskasing,49.4169,-82.4331,7.05,76,100,4.63,CA,1730670974
410,vila velha,-20.3297,-40.2925,25.97,88,75,3.6,BR,1730670975
411,makokou,0.5738,12.8642,21.17,96,99,0.44,GA,1730670976
412,madang,-5.2246,145.7966,26.24,86,69,0.62,PG,1730670977
413,puerto leguizamo,-0.1934,-74.7819,25.28,92,100,1.2,CO,1730670978
414,takoradi,4.8845,-1.7554,26.06,84,2,1.8,GH,1730670980
415,bihariganj,25.7333,86.9833,22.55,78,0,1.85,IN,1730670982
416,east london,-33.0153,27.9116,19.26,84,100,4.46,ZA,1730670984
417,lensk,60.7253,114.9278,-22.79,100,94,0.77,RU,1730670985
418,acapulco de juarez,16.8634,-99.8901,26.46,74,30,2.91,MX,1730670987
419,flying fish cove,-10.4217,105.6791,24.82,100,75,3.09,CX,1730670988
420,gizo,-8.103,156.8419,28.44,73,71,1.9,SB,1730670989
421,graaff-reinet,-32.2522,24.5308,16.62,70,55,2.73,ZA,1730670990
422,sangre grande,10.5835,-61.1177,29.98,85,52,3.08,TT,1730670991
423,praia da vitoria,38.7333,-27.0667,19.14,88,20,5.54,PT,1730670993
424,anantnag,33.7333,75.15,9.76,35,6,1.59,IN,1730670994
425,collie,-33.3667,116.15,7.98,93,8,1.21,AU,1730670995
426,north battleford,52.7834,-108.2847,2.05,75,100,4.12,CA,1730670996
427,kokoda,-8.8785,147.7407,25.31,87,100,0.87,PG,1730670997
428,recco,44.3623,9.1435,16.46,74,34,3.19,IT,1730670998
429,jumla,29.2747,82.1838,7.1,86,19,1.93,NP,1730671000
430,bandrele,-12.9067,45.1914,26.86,83,20,2.57,YT,1730671001
431,sona,45.4388,10.8255,8.51,93,5,1.54,IT,1730671002
432,kaohsiung,22.6163,120.3133,25.58,90,75,1.03,TW,1730671003
433,lubang,13.8584,120.124,27.77,78,45,9.43,PH,1730671004
434,agadez,19.75,10.25,22.89,25,3,2.96,NE,1730671006
435,aripuana,-9.1667,-60.6333,26.12,77,64,1.31,BR,1730671007
436,portland,45.5234,-122.6762,14.73,75,100,2.57,US,1730670528
437,kushiro,42.975,144.3747,5.53,87,100,4.12,JP,1730671009
438,hammerfest,70.6634,23.6821,2.25,75,100,6.69,NO,1730671010
439,karratha,-20.7377,116.8463,29.89,27,6,3.58,AU,1730671011
440,happy valley-goose bay,53.3168,-60.3315,0.17,47,20,2.57,CA,1730671013
441,sussex,41.1834,-74.6663,9.09,47,10,1.7,US,1730671014
442,bhandara,21.1667,79.65,20.63,70,4,1.35,IN,1730671015
443,kualakapuas,-3.0091,114.3876,22.94,95,100,0.78,ID,1730671016
444,kangaba,11.9333,-8.4167,25.95,44,21,1.46,ML,1730671017
445,mar del plata,-38.0023,-57.5575,16.08,85,75,10.28,AR,1730671019
446,kiunga,-6.1219,141.2906,24.0,95,100,0.59,PG,1730671020
447,whangarei,-35.7317,174.3239,18.09,44,15,0.84,NZ,1730670988
448,saint-pierre,-21.3393,55.4781,22.82,78,0,1.54,RE,1730671022
449,hailar,49.2,119.7,-6.42,74,17,5.62,CN,1730671023
450,nadym,65.5333,72.5167,-2.85,95,83,9.52,RU,1730671024
451,banda aceh,5.5577,95.3222,26.39,78,100,4.04,ID,1730671026
452,ca mau,9.1769,105.15,23.87,97,98,1.71,VN,1730671028
453,onguday,50.75,86.15,-0.78,92,100,1.83,RU,1730671029
454,alo,6.5486,4.2686,26.54,85,71,2.44,NG,1730671032
455,pathein,16.7833,94.7333,23.78,87,100,1.87,MM,1730671033
456,hovd,48.0056,91.6419,-2.66,65,24,0.9,MN,1730671034
457,najran,17.4924,44.1277,18.38,30,0,0.32,SA,1730671035
458,ludvika,60.1496,15.1878,2.65,60,99,3.99,SE,1730671036
459,minot air force base,48.4209,-101.3391,11.1,87,100,3.09,US,1730671037
460,kununurra,-15.7667,128.7333,25.99,78,5,2.57,AU,1730671039
461,el granada,37.5027,-122.4694,21.24,47,20,6.69,US,1730671040
462,qeshm,26.9581,56.2719,27.54,67,0,1.8,IR,1730671041
463,tucuma,-0.1833,-50.05,27.45,69,43,5.5,BR,1730671042
464,peniche,39.3558,-9.3811,20.67,77,100,3.82,PT,1730671043
465,gore,-46.1028,168.9436,11.1,66,99,1.73,NZ,1730671044
466,agat village,13.3886,144.6585,29.09,86,0,2.57,GU,1730671046
467,pudozh,61.8099,36.5345,-2.78,94,100,0.81,RU,1730671047
468,uttar char fasson,22.2332,90.7132,24.32,75,0,3.41,BD,1730671048
469,concepcion de la sierra,-27.9831,-55.5203,26.28,67,47,4.28,AR,1730671049
470,klaksvik,62.2266,-6.589,10.66,93,27,6.96,FO,1730671050
471,maxixe,-23.8597,35.3472,22.84,81,1,4.43,MZ,1730671052
472,madera,37.1666,-119.8343,19.37,53,0,1.58,US,1730671053
473,nosy varika,-20.5833,48.5333,21.79,94,8,1.91,MG,1730671054
474,yatou,37.15,122.3833,12.6,54,55,7.77,CN,1730671056
475,vorkuta,67.5,64.0,-4.41,87,100,6.63,RU,1730671058
476,almeirim,-1.5233,-52.5817,32.39,44,54,3.69,BR,1730671059
477,sombrerete,23.6333,-103.65,19.25,31,52,11.66,MX,1730671060
478,cherepovets,59.1333,37.9,-4.1,93,40,0.0,RU,1730671061
479,kuanda,56.3161,116.0806,-10.14,96,100,0.19,RU,1730671062
480,quatre cocos,-20.2078,57.7625,23.38,80,57,3.89,MU,1730671064
481,holyhead,53.3062,-4.6321,12.0,82,100,4.63,GB,1730671065
482,ocean shores,46.9737,-124.1563,13.34,82,40,5.14,US,1730671066
483,nurota,40.5614,65.6886,19.36,32,97,6.06,UZ,1730671067
484,sur,22.5667,59.5289,27.92,39,0,2.62,OM,1730671068
485,jinchang,38.4953,102.1739,7.03,37,100,2.04,CN,1730671069
486,crowley,30.2141,-92.3746,27.0,69,25,6.81,US,1730671071
487,embarcacion,-23.209,-64.096,28.45,70,59,1.8,AR,1730671072
488,sittwe,20.15,92.9,24.99,88,8,2.97,MM,1730671073
489,ukiah,39.1502,-123.2078,18.94,47,0,4.63,US,1730671074
490,mangrol,21.1167,70.1167,26.76,53,5,3.65,IN,1730671075
491,corner brook,48.9667,-57.9484,0.99,68,93,3.35,CA,1730671077
492,miramichi,47.0043,-65.4654,0.4,57,20,2.91,CA,1730671078
493,mutuali,-14.8706,37.0044,25.04,64,81,2.24,MZ,1730671079
494,fort st. john,56.2499,-120.8529,4.94,60,40,6.69,CA,1730671080
495,ixtapa,20.7,-105.2,29.57,68,38,2.24,MX,1730671081
496,marsh harbour,26.5412,-77.0636,25.37,74,0,9.38,BS,1730671082
497,ceeldheer,3.8488,47.1806,26.45,79,100,2.92,SO,1730671084
498,fort bragg,35.139,-79.006,19.91,53,0,3.09,US,1730671085
499,ende,-8.8432,121.6623,24.0,90,95,0.39,ID,1730671086
500,berdigestyakh,62.0989,126.6992,-18.78,99,100,1.1,RU,1730671087
501,naduvattam,11.4833,76.5667,12.66,95,58,1.52,IN,1730671088
502,bubaque,11.2833,-15.8333,28.3,74,90,4.16,GW,1730671091
503,shahrud,36.4182,54.9763,13.64,51,62,1.02,IR,1730671092
504,nayoro,44.3506,142.4578,2.98,98,100,2.29,JP,1730671093
505,sao jose da coroa grande,-8.8978,-35.1478,25.29,70,89,5.47,BR,1730671094
506,shingu,33.7333,135.9833,18.0,78,97,2.09,JP,1730671096
507,zaragoza,41.6561,-0.8773,15.25,84,100,1.54,ES,1730671097
508,strathalbyn,-35.2667,138.9,14.73,88,1,2.24,AU,1730671099
509,nguigmi,14.2495,13.1092,24.89,25,42,5.14,NE,1730671100
510,kiiminki,65.1314,25.7974,-2.04,73,3,3.14,FI,1730671101
511,puerto deseado,-47.7503,-65.8938,18.69,19,98,11.36,AR,1730671103
512,pisco,-13.7,-76.2167,22.03,73,0,9.26,PE,1730671104
513,yelizovo,53.1873,158.3805,-7.92,57,0,3.0,RU,1730670827
514,york,40.1254,-77.0,12.53,31,22,1.85,US,1730671106
515,cole harbour,44.6724,-63.4751,3.79,63,32,2.68,CA,1730671107
516,reggane,26.7158,0.1714,26.84,15,86,1.52,DZ,1730671109
517,nyurba,63.2842,118.3319,-20.36,100,94,1.27,RU,1730671110
518,roggiano gravina,39.6182,16.1597,9.81,74,75,1.29,IT,1730671111
519,sosnovo-ozerskoye,52.5249,111.5418,-9.52,70,89,3.39,RU,1730671112
520,dickinson,29.4608,-95.0513,28.37,83,75,7.72,US,1730671113
521,sinan,34.8262,126.1086,17.82,72,75,3.47,KR,1730671114
522,sanctuary point,-35.1114,150.629,17.17,74,100,0.71,AU,1730671116
523,ioannina,39.6675,20.8508,7.86,87,96,0.0,GR,1730671117
524,corfu,39.62,19.9197,16.01,94,0,1.54,GR,1730671118
525,cozumel,20.5083,-86.9458,28.3,80,0,5.39,MX,1730671119
526,kiama,-34.6833,150.8667,18.54,79,100,0.89,AU,1730671120
527,amga,60.8953,131.9608,-25.14,100,99,0.13,RU,1730671122
528,kievka,50.2619,71.5514,8.84,62,80,7.24,KZ,1730671123
529,hilo,19.7297,-155.09,27.85,72,75,2.68,US,1730671124
530,khvoynaya,58.9,34.5333,-1.29,98,100,1.98,RU,1730671125
531,san antonio,29.4241,-98.4936,30.86,59,75,8.75,US,1730670971
532,srisailain,16.0833,78.8667,20.38,94,84,1.26,IN,1730671127
533,anahuac,27.2333,-100.15,33.35,38,47,7.26,MX,1730671129
534,ramnagar,29.4,79.1167,19.63,75,0,1.54,IN,1730671130
535,turpan,42.9333,89.1667,9.49,50,1,0.09,CN,1730671131
536,gunsan,35.9786,126.7114,14.94,94,100,3.09,KR,1730671132
537,antsiranana,-12.2787,49.2917,24.04,86,1,1.9,MG,1730671133
538,tralee,52.2704,-9.7026,12.22,79,100,1.98,IE,1730671135
539,sao pedro,-22.5486,-47.9139,20.43,94,100,2.75,BR,1730671136
540,magdagachi,53.45,125.8,-12.04,94,22,1.83,RU,1730671137
541,formosa do rio preto,-11.0483,-45.1931,29.37,42,31,2.74,BR,1730671138
542,siwa oasis,29.2041,25.5195,19.76,68,5,3.57,EG,1730671139
543,nikolayevsk-on-amure,53.1406,140.73,-7.65,83,61,1.34,RU,1730671140
544,ha'il,27.5219,41.6907,19.01,100,0,0.0,SA,1730671142
545,manaure,11.7751,-72.4445,26.11,81,100,3.23,CO,1730671143
546,loikaw,19.6742,97.2094,17.23,88,39,1.36,MM,1730671145
547,la barceloneta,41.3807,2.1899,19.31,81,75,6.17,ES,1730671147
548,waddan,29.1614,16.139,18.3,68,0,3.98,LY,1730671148
549,usogorsk,63.4106,48.6872,-3.31,82,95,4.32,RU,1730671150
550,uchkeken,43.9378,42.5117,-3.08,95,80,1.36,RU,1730671151
551,la passe,45.5549,-0.8967,14.81,84,13,3.58,FR,1730671152
552,kangding,30.0513,101.9603,8.0,96,95,1.74,CN,1730671154
553,altay,47.8667,88.1167,1.28,67,95,2.66,CN,1730671155
554,griffith,41.5284,-87.4237,16.92,57,100,6.69,US,1730671156
555,huarmey,-10.0681,-78.1522,20.62,77,33,5.16,PE,1730671157
556,esmeralda,21.8525,-78.1169,26.34,71,29,5.55,CU,1730671158
557,san borja,-14.8167,-66.85,30.67,54,99,0.89,BO,1730671160
558,palm coast,29.585,-81.2078,26.7,79,11,1.79,US,1730671161
559,kuruman,-27.4524,23.4325,24.0,33,86,2.13,ZA,1730671162
560,zhanaozen,43.3,52.8,6.64,70,100,8.98,KZ,1730671163
561,coquimbo,-29.9533,-71.3436,16.1,63,75,3.6,CL,1730671164
562,hotan,37.0997,79.9269,10.66,33,75,0.98,CN,1730671165
563,saint-francois,46.4154,3.9054,9.12,94,100,3.09,FR,1730671167
564,trincomalee,8.5711,81.2335,26.25,82,94,1.66,LK,1730671168
565,tynda,55.1667,124.7167,-17.99,98,45,1.31,RU,1730671169
566,gypsum,39.6469,-106.9517,8.31,39,75,2.57,US,1730671170
567,wotho,10.1657,166.0102,28.52,73,98,2.36,MH,1730671171
568,shar'ya,58.3686,45.5144,-3.49,83,72,2.61,RU,1730671173
569,christchurch,-43.5333,172.6333,16.85,48,87,5.14,NZ,1730671026
570,revda,56.801,59.9303,-3.91,81,100,7.11,RU,1730671175
571,tuzha,57.6062,47.936,-2.99,91,84,4.1,RU,1730671176
572,lubbock,33.6001,-101.8338,24.14,27,20,10.8,US,1730671177
573,coxim,-18.5067,-54.76,23.37,93,85,2.87,BR,1730671179
574,vila franca do campo,37.7167,-25.4333,19.23,99,43,5.95,PT,1730671180
575,chenaran,36.6455,59.1212,16.8,37,66,0.84,IR,1730671181
576,kalevala,65.2,31.1667,-2.12,68,21,4.86,RU,1730671182
577,barabai,-2.5833,115.3833,23.0,98,100,0.3,ID,1730671184
578,thayetmyo,19.3167,95.1833,22.77,90,54,1.45,MM,1730671186
579,carauari,-4.8828,-66.8958,21.43,97,100,4.18,BR,1730671187
580,taupo,-38.6833,176.0833,9.53,62,13,0.72,NZ,1730670926
581,timbuktu,16.7735,-3.0074,28.81,14,23,4.59,ML,1730671189
582,richards bay,-28.783,32.0377,22.08,90,100,2.8,ZA,1730671190
583,ried im innkreis,48.2112,13.4886,4.04,92,47,1.34,AT,1730671192
584,kerman,30.2832,57.0788,14.92,38,0,2.06,IR,1730671002
